Record Index,Current,Voltage,Capacity,Temperature,Time
8953,273.4,4.2001,1985.737111111111,28.2,2019-11-15 21:57:50
8954,273.4,4.2001,1985.8133333333333,28.2,2019-11-15 21:57:51
8955,273.0,4.2001,1985.8895555555555,28.2,2019-11-15 21:57:52
8956,272.6,4.2001,1985.966,28.2,2019-11-15 21:57:53
8957,272.3,4.2001,1986.0417777777777,28.2,2019-11-15 21:57:54
8958,271.5,4.2001,1986.116888888889,28.2,2019-11-15 21:57:55
8959,271.5,4.2001,1986.192,28.2,2019-11-15 21:57:56
8960,271.5,4.2001,1986.267111111111,28.2,2019-11-15 21:57:57
8961,271.2,4.2001,1986.3422222222223,28.2,2019-11-15 21:57:58
8962,270.8,4.2001,1986.4173333333333,28.2,2019-11-15 21:57:59
8963,270.4,4.2001,1986.4924444444443,28.2,2019-11-15 21:58:00
8964,270.0,4.2001,1986.5675555555556,28.2,2019-11-15 21:58:01
8965,269.7,4.2001,1986.6426666666666,28.1,2019-11-15 21:58:02
8966,269.7,4.2001,1986.7175555555555,28.2,2019-11-15 21:58:03
8967,268.9,4.2001,1986.792888888889,28.2,2019-11-15 21:58:04
8968,268.6,4.2001,1986.868,28.2,2019-11-15 21:58:05
8969,268.2,4.2001,1986.9424444444444,28.2,2019-11-15 21:58:06
8970,268.2,4.2001,1987.0164444444445,28.2,2019-11-15 21:58:07
8971,267.8,4.2001,1987.0904444444445,28.2,2019-11-15 21:58:08
8972,267.4,4.2001,1987.1642222222222,28.2,2019-11-15 21:58:09
8973,267.1,4.2001,1987.2382222222222,28.2,2019-11-15 21:58:10
8974,267.1,4.2001,1987.312,28.1,2019-11-15 21:58:11
8975,266.3,4.2001,1987.386,28.2,2019-11-15 21:58:12
8976,266.3,4.2001,1987.4597777777778,28.2,2019-11-15 21:58:13
8977,265.9,4.2001,1987.5337777777777,28.2,2019-11-15 21:58:14
8978,265.6,4.2001,1987.6075555555556,28.2,2019-11-15 21:58:15
8979,265.2,4.2001,1987.6817777777778,28.2,2019-11-15 21:58:16
8980,264.8,4.2001,1987.7555555555555,28.2,2019-11-15 21:58:17
8981,264.5,4.2001,1987.8293333333334,28.2,2019-11-15 21:58:18
8982,264.5,4.2001,1987.9033333333334,28.2,2019-11-15 21:58:19
8983,264.1,4.2001,1987.9773333333333,28.2,2019-11-15 21:58:20
8984,263.7,4.2001,1988.0504444444443,28.2,2019-11-15 21:58:21
8985,263.3,4.2001,1988.123111111111,28.2,2019-11-15 21:58:22
8986,263.0,4.2001,1988.196,28.2,2019-11-15 21:58:23
8987,263.0,4.2001,1988.2686666666666,28.2,2019-11-15 21:58:24
8988,262.6,4.2001,1988.3413333333333,28.2,2019-11-15 21:58:25
8989,262.2,4.2001,1988.414,28.2,2019-11-15 21:58:26
8990,261.9,4.2001,1988.4866666666667,28.2,2019-11-15 21:58:27
8991,261.9,4.2001,1988.5595555555556,28.2,2019-11-15 21:58:28
8992,261.1,4.2001,1988.6322222222223,28.2,2019-11-15 21:58:29
8993,260.7,4.2001,1988.704888888889,28.2,2019-11-15 21:58:30
8994,260.4,4.2001,1988.7775555555556,28.3,2019-11-15 21:58:31
8995,260.4,4.2001,1988.8504444444445,28.2,2019-11-15 21:58:32
8996,259.6,4.2001,1988.9228888888888,28.2,2019-11-15 21:58:33
8997,259.3,4.2001,1988.9944444444445,28.3,2019-11-15 21:58:34
8998,258.9,4.2001,1989.066,28.3,2019-11-15 21:58:35
8999,258.5,4.2001,1989.1375555555555,28.3,2019-11-15 21:58:36
9000,258.5,4.2001,1989.209111111111,28.3,2019-11-15 21:58:37
9001,258.1,4.2001,1989.2804444444444,28.3,2019-11-15 21:58:38
9002,258.1,4.2001,1989.352,28.3,2019-11-15 21:58:39
9003,257.4,4.2001,1989.4237777777778,28.3,2019-11-15 21:58:40
9004,257.0,4.2001,1989.495111111111,28.3,2019-11-15 21:58:41
9005,256.6,4.2001,1989.5666666666666,28.3,2019-11-15 21:58:42
9006,255.9,4.2001,1989.638222222222,28.3,2019-11-15 21:58:43
9007,255.9,4.2001,1989.7097777777778,28.3,2019-11-15 21:58:44
9008,255.5,4.2001,1989.7813333333334,28.3,2019-11-15 21:58:45
9009,255.5,4.2001,1989.8528888888889,28.4,2019-11-15 21:58:46
9010,255.2,4.2001,1989.9235555555556,28.3,2019-11-15 21:58:47
9011,254.80000000000004,4.2001,1989.9937777777777,28.4,2019-11-15 21:58:48
9012,254.4,4.2001,1990.0642222222223,28.3,2019-11-15 21:58:49
9013,254.0,4.2001,1990.1346666666666,28.4,2019-11-15 21:58:50
9014,254.0,4.2001,1990.204888888889,28.4,2019-11-15 21:58:51
9015,253.7,4.2001,1990.275111111111,28.4,2019-11-15 21:58:52
9016,253.3,4.2001,1990.3455555555556,28.4,2019-11-15 21:58:53
9017,252.9,4.2001,1990.416,28.4,2019-11-15 21:58:54
9018,252.9,4.2001,1990.4862222222223,28.4,2019-11-15 21:58:55
9019,252.6,4.2001,1990.5566666666666,28.4,2019-11-15 21:58:56
9020,252.2,4.2001,1990.626888888889,28.4,2019-11-15 21:58:57
9021,251.8,4.2001,1990.6973333333333,28.4,2019-11-15 21:58:58
9022,251.4,4.2001,1990.7675555555556,28.4,2019-11-15 21:58:59
9023,250.7,4.2001,1990.8375555555556,28.4,2019-11-15 21:59:00
9024,250.7,4.2001,1990.906888888889,28.4,2019-11-15 21:59:01
9025,250.7,4.2001,1990.976,28.4,2019-11-15 21:59:02
9026,250.7,4.2001,1991.0448888888889,28.4,2019-11-15 21:59:03
9027,250.0,4.2001,1991.1142222222222,28.4,2019-11-15 21:59:04
9028,249.6,4.2001,1991.1835555555556,28.4,2019-11-15 21:59:05
9029,249.2,4.2001,1991.2526666666668,28.4,2019-11-15 21:59:06
9030,249.2,4.2001,1991.3217777777777,28.5,2019-11-15 21:59:07
9031,248.8,4.2001,1991.3908888888889,28.4,2019-11-15 21:59:08
9032,248.5,4.2001,1991.46,28.5,2019-11-15 21:59:09
9033,248.5,4.2001,1991.5291111111112,28.4,2019-11-15 21:59:10
9034,248.5,4.2001,1991.5982222222221,28.5,2019-11-15 21:59:11
9035,248.1,4.2001,1991.6673333333333,28.4,2019-11-15 21:59:12
9036,247.7,4.2001,1991.7364444444445,28.5,2019-11-15 21:59:13
9037,247.3,4.2001,1991.8057777777778,28.5,2019-11-15 21:59:14
9038,247.0,4.2001,1991.8748888888888,28.5,2019-11-15 21:59:15
9039,247.0,4.2001,1991.944,28.4,2019-11-15 21:59:16
9040,246.6,4.2001,1992.012,28.5,2019-11-15 21:59:17
9041,246.2,4.2001,1992.0802222222221,28.4,2019-11-15 21:59:18
9042,246.2,4.2001,1992.148,28.5,2019-11-15 21:59:19
9043,245.9,4.2001,1992.216,28.4,2019-11-15 21:59:20
9044,245.1,4.2001,1992.284,28.5,2019-11-15 21:59:21
9045,244.7,4.2001,1992.352,28.4,2019-11-15 21:59:22
9046,244.4,4.2001,1992.4197777777779,28.5,2019-11-15 21:59:23
9047,244.4,4.2001,1992.4877777777779,28.4,2019-11-15 21:59:24
9048,244.0,4.2001,1992.5557777777778,28.5,2019-11-15 21:59:25
9049,243.6,4.2001,1992.6237777777778,28.4,2019-11-15 21:59:26
9050,243.6,4.2001,1992.6915555555556,28.5,2019-11-15 21:59:27
9051,243.3,4.2001,1992.7595555555556,28.4,2019-11-15 21:59:28
9052,243.3,4.2001,1992.8275555555556,28.4,2019-11-15 21:59:29
9053,242.9,4.2001,1992.8955555555556,28.4,2019-11-15 21:59:30
9054,242.5,4.2001,1992.9635555555556,28.4,2019-11-15 21:59:31
9055,242.1,4.2001,1993.0304444444444,28.4,2019-11-15 21:59:32
9056,241.8,4.2001,1993.0973333333334,28.4,2019-11-15 21:59:33
9057,241.4,4.2001,1993.164,28.4,2019-11-15 21:59:34
9058,241.4,4.2001,1993.2306666666666,28.4,2019-11-15 21:59:35
9059,241.0,4.2001,1993.2973333333334,28.4,2019-11-15 21:59:36
9060,241.0,4.2001,1993.3642222222222,28.4,2019-11-15 21:59:37
9061,240.6,4.2001,1993.4308888888888,28.4,2019-11-15 21:59:38
9062,240.6,4.2001,1993.4977777777779,28.4,2019-11-15 21:59:39
9063,239.9,4.2001,1993.5644444444445,28.4,2019-11-15 21:59:40
9064,239.5,4.2001,1993.6313333333333,28.4,2019-11-15 21:59:41
9065,239.5,4.2001,1993.698,28.4,2019-11-15 21:59:42
9066,239.2,4.2001,1993.7646666666667,28.4,2019-11-15 21:59:43
9067,239.2,4.2001,1993.8315555555555,28.4,2019-11-15 21:59:44
9068,238.8,4.2001,1993.8982222222223,28.4,2019-11-15 21:59:45
9069,238.4,4.2001,1993.964888888889,28.4,2019-11-15 21:59:46
9070,238.4,4.2001,1994.0317777777777,28.4,2019-11-15 21:59:47
9071,237.7,4.2001,1994.0975555555556,28.3,2019-11-15 21:59:48
9072,237.3,4.2001,1994.1631111111112,28.3,2019-11-15 21:59:49
9073,236.9,4.2001,1994.2286666666666,28.3,2019-11-15 21:59:50
9074,236.6,4.2001,1994.2942222222223,28.3,2019-11-15 21:59:51
9075,236.2,4.2001,1994.3597777777777,28.3,2019-11-15 21:59:52
9076,235.8,4.2001,1994.4253333333334,28.3,2019-11-15 21:59:53
9077,235.4,4.2001,1994.4908888888888,28.3,2019-11-15 21:59:54
9078,235.4,4.2001,1994.5566666666666,28.3,2019-11-15 21:59:55
9079,235.4,4.2001,1994.622,28.3,2019-11-15 21:59:56
9080,235.4,4.2001,1994.6875555555555,28.2,2019-11-15 21:59:57
9081,234.7,4.2001,1994.7533333333333,28.3,2019-11-15 21:59:58
9082,234.3,4.2001,1994.8186666666666,28.2,2019-11-15 21:59:59
9083,234.0,4.2001,1994.8842222222222,28.2,2019-11-15 22:00:00
9084,233.6,4.2001,1994.9493333333332,28.2,2019-11-15 22:00:01
9085,233.6,4.2001,1995.0137777777777,28.2,2019-11-15 22:00:02
9086,233.2,4.2001,1995.078,28.2,2019-11-15 22:00:03
9087,233.2,4.2001,1995.1424444444444,28.2,2019-11-15 22:00:04
9088,232.8,4.2001,1995.206888888889,28.2,2019-11-15 22:00:05
9089,232.5,4.2001,1995.2713333333334,28.2,2019-11-15 22:00:06
9090,232.1,4.2001,1995.3355555555556,28.2,2019-11-15 22:00:07
9091,231.7,4.2001,1995.4,28.2,2019-11-15 22:00:08
9092,231.7,4.2001,1995.4642222222221,28.1,2019-11-15 22:00:09
9093,231.3,4.2001,1995.5286666666666,28.2,2019-11-15 22:00:10
9094,231.3,4.2001,1995.593111111111,28.1,2019-11-15 22:00:11
9095,231.0,4.2001,1995.6573333333333,28.2,2019-11-15 22:00:12
9096,231.0,4.2001,1995.7217777777778,28.1,2019-11-15 22:00:13
9097,230.6,4.2001,1995.7862222222222,28.1,2019-11-15 22:00:14
9098,230.2,4.2001,1995.8506666666667,28.1,2019-11-15 22:00:15
9099,229.5,4.2001,1995.914,28.1,2019-11-15 22:00:16
9100,229.1,4.2001,1995.977111111111,28.1,2019-11-15 22:00:17
9101,228.7,4.2001,1996.0402222222222,28.1,2019-11-15 22:00:18
9102,228.7,4.2001,1996.1035555555557,28.1,2019-11-15 22:00:19
9103,228.4,4.2001,1996.1666666666667,28.1,2019-11-15 22:00:20
9104,228.4,4.2001,1996.2297777777778,28.1,2019-11-15 22:00:21
9105,228.0,4.2001,1996.293111111111,28.1,2019-11-15 22:00:22
9106,227.6,4.2001,1996.3562222222222,28.1,2019-11-15 22:00:23
9107,227.3,4.2001,1996.4195555555555,28.1,2019-11-15 22:00:24
9108,226.9,4.2001,1996.4826666666668,28.1,2019-11-15 22:00:25
9109,226.5,4.2001,1996.5457777777779,28.1,2019-11-15 22:00:26
9110,226.1,4.2001,1996.6091111111111,28.1,2019-11-15 22:00:27
9111,225.8,4.2001,1996.672,28.1,2019-11-15 22:00:28
9112,225.8,4.2001,1996.7353333333333,28.1,2019-11-15 22:00:29
9113,225.4,4.2001,1996.7984444444444,28.1,2019-11-15 22:00:30
9114,225.0,4.2001,1996.8615555555555,28.1,2019-11-15 22:00:31
9115,225.0,4.2001,1996.9235555555556,28.1,2019-11-15 22:00:32
9116,224.3,4.2001,1996.9855555555555,28.0,2019-11-15 22:00:33
9117,224.3,4.2001,1997.0475555555556,28.1,2019-11-15 22:00:34
9118,224.3,4.2001,1997.1093333333333,28.1,2019-11-15 22:00:35
9119,223.9,4.2001,1997.1715555555556,28.1,2019-11-15 22:00:36
9120,223.5,4.2001,1997.2335555555555,28.0,2019-11-15 22:00:37
9121,223.5,4.2001,1997.2953333333332,28.1,2019-11-15 22:00:38
9122,223.2,4.2001,1997.3575555555556,28.0,2019-11-15 22:00:39
9123,222.8,4.2001,1997.4195555555555,28.1,2019-11-15 22:00:40
9124,222.8,4.2001,1997.4813333333334,28.0,2019-11-15 22:00:41
9125,222.8,4.2001,1997.5433333333333,28.1,2019-11-15 22:00:42
9126,222.4,4.2001,1997.6053333333334,28.1,2019-11-15 22:00:43
9127,222.0,4.2001,1997.6673333333333,28.1,2019-11-15 22:00:44
9128,222.0,4.2001,1997.7293333333334,28.0,2019-11-15 22:00:45
9129,221.7,4.2001,1997.7915555555555,28.1,2019-11-15 22:00:46
9130,221.7,4.2001,1997.8535555555557,28.1,2019-11-15 22:00:47
9131,221.3,4.2001,1997.9153333333334,28.1,2019-11-15 22:00:48
9132,221.3,4.2001,1997.9775555555555,28.1,2019-11-15 22:00:49
9133,221.3,4.2001,1998.0395555555556,28.1,2019-11-15 22:00:50
9134,220.9,4.2001,1998.1004444444445,28.1,2019-11-15 22:00:51
9135,220.6,4.2001,1998.1615555555557,28.1,2019-11-15 22:00:52
9136,220.6,4.2001,1998.2222222222222,28.1,2019-11-15 22:00:53
9137,220.2,4.2001,1998.283111111111,28.1,2019-11-15 22:00:54
9138,219.8,4.2001,1998.3437777777779,28.1,2019-11-15 22:00:55
9139,219.8,4.2001,1998.4046666666666,28.1,2019-11-15 22:00:56
9140,219.1,4.2001,1998.4653333333333,28.1,2019-11-15 22:00:57
9141,218.7,4.2001,1998.5262222222223,28.1,2019-11-15 22:00:58
9142,218.7,4.2001,1998.5868888888888,28.1,2019-11-15 22:00:59
9143,218.3,4.2001,1998.648,28.1,2019-11-15 22:01:00
9144,218.0,4.2001,1998.7086666666667,28.1,2019-11-15 22:01:01
9145,218.0,4.2001,1998.7693333333334,28.2,2019-11-15 22:01:02
9146,217.6,4.2001,1998.8302222222221,28.1,2019-11-15 22:01:03
9147,217.2,4.2001,1998.891111111111,28.2,2019-11-15 22:01:04
9148,216.8,4.2001,1998.9517777777778,28.2,2019-11-15 22:01:05
9149,216.5,4.2001,1999.0117777777778,28.2,2019-11-15 22:01:06
9150,216.1,4.2001,1999.0713333333333,28.2,2019-11-15 22:01:07
9151,216.1,4.2001,1999.1308888888889,28.2,2019-11-15 22:01:08
9152,215.7,4.2001,1999.1906666666666,28.2,2019-11-15 22:01:09
9153,215.7,4.2001,1999.2502222222222,28.2,2019-11-15 22:01:10
9154,215.4,4.2001,1999.3097777777778,28.2,2019-11-15 22:01:11
9155,215.0,4.2001,1999.3693333333333,28.2,2019-11-15 22:01:12
9156,215.0,4.2001,1999.429111111111,28.2,2019-11-15 22:01:13
9157,214.6,4.2001,1999.4884444444444,28.2,2019-11-15 22:01:14
9158,213.9,4.2001,1999.5482222222222,28.2,2019-11-15 22:01:15
9159,213.9,4.2001,1999.6077777777778,28.2,2019-11-15 22:01:16
9160,213.9,4.2001,1999.6673333333333,28.3,2019-11-15 22:01:17
9161,213.9,4.2001,1999.7268888888889,28.2,2019-11-15 22:01:18
9162,213.5,4.2001,1999.7866666666666,28.3,2019-11-15 22:01:19
9163,213.5,4.2001,1999.8462222222222,28.2,2019-11-15 22:01:20
9164,213.1,4.2001,1999.9057777777778,28.3,2019-11-15 22:01:21
9165,213.1,4.2001,1999.9653333333333,28.3,2019-11-15 22:01:22
9166,212.7,4.2001,2000.025111111111,28.3,2019-11-15 22:01:23
9167,212.7,4.2001,2000.0846666666666,28.3,2019-11-15 22:01:24
9168,212.4,4.2001,2000.1442222222222,28.3,2019-11-15 22:01:25
9169,212.4,4.2001,2000.204,28.3,2019-11-15 22:01:26
9170,212.0,4.2001,2000.2633333333333,28.3,2019-11-15 22:01:27
9171,212.0,4.2001,2000.323111111111,28.3,2019-11-15 22:01:28
9172,211.6,4.2001,2000.3826666666666,28.3,2019-11-15 22:01:29
9173,211.3,4.2001,2000.4424444444444,28.4,2019-11-15 22:01:30
9174,211.3,4.2001,2000.5017777777778,28.3,2019-11-15 22:01:31
9175,210.9,4.2001,2000.5615555555555,28.4,2019-11-15 22:01:32
9176,210.9,4.2001,2000.621111111111,28.4,2019-11-15 22:01:33
9177,210.5,4.2001,2000.6806666666666,28.4,2019-11-15 22:01:34
9178,210.5,4.2001,2000.7402222222222,28.4,2019-11-15 22:01:35
9179,210.1,4.2001,2000.7986666666666,28.4,2019-11-15 22:01:36
9180,210.1,4.2001,2000.856,28.4,2019-11-15 22:01:37
9181,210.1,4.2001,2000.9131111111112,28.4,2019-11-15 22:01:38
9182,209.8,4.2001,2000.9702222222222,28.4,2019-11-15 22:01:39
9183,209.4,4.2001,2001.0275555555556,28.4,2019-11-15 22:01:40
9184,209.4,4.2001,2001.0848888888888,28.4,2019-11-15 22:01:41
9185,209.0,4.2001,2001.142,28.4,2019-11-15 22:01:42
9186,208.3,4.2001,2001.1993333333332,28.4,2019-11-15 22:01:43
9187,208.3,4.2004,2001.2564444444445,28.4,2019-11-15 22:01:44
9188,207.9,4.2001,2001.313777777778,28.4,2019-11-15 22:01:45
9189,207.5,4.2001,2001.3708888888889,28.4,2019-11-15 22:01:46
9190,207.2,4.2001,2001.428,28.4,2019-11-15 22:01:47
9191,206.8,4.2001,2001.4853333333333,28.4,2019-11-15 22:01:48
9192,206.4,4.2001,2001.5424444444445,28.4,2019-11-15 22:01:49
9193,206.1,4.2001,2001.5997777777777,28.4,2019-11-15 22:01:50
9194,205.7,4.2001,2001.6571111111111,28.4,2019-11-15 22:01:51
9195,205.7,4.2001,2001.7142222222221,28.4,2019-11-15 22:01:52
9196,205.3,4.2001,2001.7715555555556,28.4,2019-11-15 22:01:53
9197,204.9,4.2001,2001.8286666666668,28.4,2019-11-15 22:01:54
9198,204.9,4.2001,2001.8857777777778,28.4,2019-11-15 22:01:55
9199,204.6,4.2001,2001.9431111111112,28.4,2019-11-15 22:01:56
9200,204.2,4.2001,2002.0002222222222,28.4,2019-11-15 22:01:57
9201,204.2,4.2001,2002.0575555555556,28.4,2019-11-15 22:01:58
9202,203.8,4.2001,2002.1148888888888,28.4,2019-11-15 22:01:59
9203,203.1,4.2001,2002.172,28.4,2019-11-15 22:02:00
9204,203.1,4.2001,2002.2293333333334,28.4,2019-11-15 22:02:01
9205,202.7,4.2001,2002.2864444444444,28.4,2019-11-15 22:02:02
9206,202.7,4.2001,2002.3435555555557,28.3,2019-11-15 22:02:03
9207,202.7,4.2001,2002.4008888888889,28.4,2019-11-15 22:02:04
9208,202.7,4.2001,2002.458,28.3,2019-11-15 22:02:05
9209,202.3,4.2001,2002.5153333333333,28.4,2019-11-15 22:02:06
9210,202.0,4.2001,2002.5724444444445,28.3,2019-11-15 22:02:07
9211,201.6,4.2001,2002.6275555555555,28.4,2019-11-15 22:02:08
9212,201.2,4.2004,2002.6824444444444,28.3,2019-11-15 22:02:09
9213,200.8,4.2001,2002.7373333333333,28.3,2019-11-15 22:02:10
9214,200.8,4.2001,2002.7922222222223,28.3,2019-11-15 22:02:11
9215,200.5,4.2001,2002.846888888889,28.3,2019-11-15 22:02:12
9216,200.5,4.2001,2002.9017777777779,28.3,2019-11-15 22:02:13
9217,200.1,4.2001,2002.9566666666667,28.3,2019-11-15 22:02:14
9218,200.1,4.2001,2003.0115555555556,28.3,2019-11-15 22:02:15
9219,199.7,4.2001,2003.0662222222222,28.3,2019-11-15 22:02:16
9220,199.4,4.2001,2003.1213333333333,28.3,2019-11-15 22:02:17
9221,199.0,4.2001,2003.176,28.3,2019-11-15 22:02:18
9222,199.0,4.2001,2003.2308888888888,28.2,2019-11-15 22:02:19
9223,198.6,4.2001,2003.2855555555554,28.3,2019-11-15 22:02:20
9224,198.6,4.2001,2003.3404444444445,28.2,2019-11-15 22:02:21
9225,197.9,4.2001,2003.3953333333334,28.2,2019-11-15 22:02:22
9226,197.5,4.2001,2003.4502222222222,28.2,2019-11-15 22:02:23
9227,197.1,4.2001,2003.504888888889,28.2,2019-11-15 22:02:24
9228,196.8,4.2001,2003.5597777777778,28.2,2019-11-15 22:02:25
9229,196.8,4.2001,2003.6146666666666,28.2,2019-11-15 22:02:26
9230,196.4,4.2001,2003.6693333333333,28.2,2019-11-15 22:02:27
9231,196.4,4.2001,2003.7242222222221,28.2,2019-11-15 22:02:28
9232,196.0,4.2001,2003.7791111111112,28.2,2019-11-15 22:02:29
9233,196.0,4.2001,2003.8337777777779,28.2,2019-11-15 22:02:30
9234,195.6,4.2001,2003.888888888889,28.2,2019-11-15 22:02:31
9235,195.3,4.2001,2003.9437777777778,28.2,2019-11-15 22:02:32
9236,195.3,4.2001,2003.9984444444444,28.2,2019-11-15 22:02:33
9237,194.9,4.2001,2004.0535555555555,28.1,2019-11-15 22:02:34
9238,194.9,4.2001,2004.1082222222221,28.1,2019-11-15 22:02:35
9239,194.9,4.2001,2004.1631111111112,28.1,2019-11-15 22:02:36
9240,194.9,4.2001,2004.2177777777779,28.1,2019-11-15 22:02:37
9241,194.5,4.2001,2004.272888888889,28.1,2019-11-15 22:02:38
9242,194.5,4.2001,2004.3275555555556,28.1,2019-11-15 22:02:39
9243,194.1,4.2001,2004.3824444444444,28.1,2019-11-15 22:02:40
9244,194.1,4.2001,2004.4373333333333,28.1,2019-11-15 22:02:41
9245,193.8,4.2001,2004.492,28.1,2019-11-15 22:02:42
9246,193.4,4.2001,2004.5468888888888,28.1,2019-11-15 22:02:43
9247,192.7,4.2001,2004.6013333333333,28.1,2019-11-15 22:02:44
9248,192.7,4.2001,2004.6537777777778,28.1,2019-11-15 22:02:45
9249,192.3,4.2001,2004.7062222222223,28.1,2019-11-15 22:02:46
9250,191.9,4.2001,2004.7586666666666,28.0,2019-11-15 22:02:47
9251,191.5,4.2001,2004.8111111111111,28.0,2019-11-15 22:02:48
9252,191.2,4.2001,2004.8635555555556,28.0,2019-11-15 22:02:49
9253,191.2,4.2001,2004.916,28.1,2019-11-15 22:02:50
9254,191.2,4.2001,2004.9684444444445,28.0,2019-11-15 22:02:51
9255,190.8,4.2001,2005.020888888889,28.0,2019-11-15 22:02:52
9256,190.8,4.2001,2005.073111111111,28.0,2019-11-15 22:02:53
9257,190.4,4.2001,2005.1257777777778,28.0,2019-11-15 22:02:54
9258,190.1,4.2001,2005.1782222222223,28.0,2019-11-15 22:02:55
9259,190.1,4.2001,2005.2306666666666,28.0,2019-11-15 22:02:56
9260,189.7,4.2001,2005.283111111111,28.0,2019-11-15 22:02:57
9261,189.3,4.2001,2005.3355555555556,28.0,2019-11-15 22:02:58
9262,188.9,4.2001,2005.388,28.0,2019-11-15 22:02:59
9263,188.9,4.2001,2005.4404444444444,28.0,2019-11-15 22:03:00
9264,188.6,4.2001,2005.492888888889,28.0,2019-11-15 22:03:01
9265,188.2,4.2001,2005.5453333333332,28.0,2019-11-15 22:03:02
9266,187.5,4.2001,2005.598,28.0,2019-11-15 22:03:03
9267,187.5,4.2001,2005.6502222222223,28.0,2019-11-15 22:03:04
9268,187.1,4.2001,2005.7026666666666,28.0,2019-11-15 22:03:05
9269,187.1,4.2001,2005.7553333333333,28.0,2019-11-15 22:03:06
9270,186.7,4.2001,2005.8075555555556,28.0,2019-11-15 22:03:07
9271,186.7,4.2001,2005.86,28.0,2019-11-15 22:03:08
9272,186.3,4.2001,2005.9124444444444,28.0,2019-11-15 22:03:09
9273,186.3,4.2001,2005.964888888889,28.0,2019-11-15 22:03:10
9274,186.3,4.2001,2006.0173333333332,28.0,2019-11-15 22:03:11
9275,186.0,4.2001,2006.0697777777777,28.0,2019-11-15 22:03:12
9276,186.0,4.2001,2006.1224444444445,28.0,2019-11-15 22:03:13
9277,186.0,4.2001,2006.174888888889,28.0,2019-11-15 22:03:14
9278,185.6,4.2001,2006.227111111111,28.0,2019-11-15 22:03:15
9279,185.6,4.2001,2006.2797777777778,28.0,2019-11-15 22:03:16
9280,185.2,4.2001,2006.3322222222223,28.0,2019-11-15 22:03:17
9281,184.8,4.2001,2006.3846666666666,28.0,2019-11-15 22:03:18
9282,184.5,4.2001,2006.436888888889,28.0,2019-11-15 22:03:19
9283,184.5,4.2001,2006.4868888888889,28.0,2019-11-15 22:03:20
9284,184.1,4.2001,2006.5368888888888,28.0,2019-11-15 22:03:21
9285,183.7,4.2001,2006.5871111111112,28.0,2019-11-15 22:03:22
9286,183.7,4.2001,2006.6371111111112,28.0,2019-11-15 22:03:23
9287,183.7,4.2001,2006.687111111111,28.0,2019-11-15 22:03:24
9288,183.4,4.2001,2006.7373333333333,28.0,2019-11-15 22:03:25
9289,183.4,4.2001,2006.787111111111,28.0,2019-11-15 22:03:26
9290,183.0,4.2001,2006.8373333333334,28.0,2019-11-15 22:03:27
9291,183.0,4.2001,2006.8875555555555,28.1,2019-11-15 22:03:28
9292,183.0,4.2001,2006.9375555555555,28.1,2019-11-15 22:03:29
9293,182.2,4.2001,2006.9875555555554,28.1,2019-11-15 22:03:30
9294,182.2,4.2001,2007.0375555555556,28.1,2019-11-15 22:03:31
9295,181.9,4.2001,2007.0875555555556,28.1,2019-11-15 22:03:32
9296,181.9,4.2001,2007.1377777777777,28.1,2019-11-15 22:03:33
9297,181.9,4.2001,2007.188,28.1,2019-11-15 22:03:34
9298,181.5,4.2001,2007.238,28.1,2019-11-15 22:03:35
9299,181.1,4.2001,2007.288,28.1,2019-11-15 22:03:36
9300,181.1,4.2001,2007.338,28.1,2019-11-15 22:03:37
9301,180.8,4.2001,2007.388,28.1,2019-11-15 22:03:38
9302,180.4,4.2001,2007.4382222222223,28.1,2019-11-15 22:03:39
9303,180.4,4.2001,2007.4882222222222,28.1,2019-11-15 22:03:40
9304,180.4,4.2001,2007.5382222222222,28.1,2019-11-15 22:03:41
9305,180.0,4.2001,2007.5884444444443,28.1,2019-11-15 22:03:42
9306,180.0,4.2001,2007.6384444444445,28.2,2019-11-15 22:03:43
9307,180.0,4.2001,2007.6884444444445,28.1,2019-11-15 22:03:44
9308,179.6,4.2001,2007.7386666666666,28.2,2019-11-15 22:03:45
9309,179.6,4.2001,2007.7886666666666,28.1,2019-11-15 22:03:46
9310,179.3,4.2001,2007.8386666666668,28.2,2019-11-15 22:03:47
9311,179.3,4.2001,2007.8886666666667,28.2,2019-11-15 22:03:48
9312,178.9,4.2001,2007.9388888888889,28.2,2019-11-15 22:03:49
9313,178.9,4.2001,2007.989111111111,28.2,2019-11-15 22:03:50
9314,178.5,4.2001,2008.0391111111112,28.2,2019-11-15 22:03:51
9315,178.5,4.2001,2008.0891111111112,28.2,2019-11-15 22:03:52
9316,178.1,4.2001,2008.139111111111,28.2,2019-11-15 22:03:53
9317,178.1,4.2001,2008.189111111111,28.2,2019-11-15 22:03:54
9318,178.1,4.2001,2008.239111111111,28.2,2019-11-15 22:03:55
9319,177.8,4.2001,2008.2893333333334,28.3,2019-11-15 22:03:56
9320,177.8,4.2001,2008.3395555555555,28.2,2019-11-15 22:03:57
9321,177.0,4.2001,2008.3893333333333,28.3,2019-11-15 22:03:58
9322,177.0,4.2001,2008.4395555555554,28.3,2019-11-15 22:03:59
9323,176.7,4.2001,2008.4895555555556,28.3,2019-11-15 22:04:00
9324,176.7,4.2001,2008.5395555555556,28.3,2019-11-15 22:04:01
9325,176.3,4.2001,2008.5897777777777,28.3,2019-11-15 22:04:02
